Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg17516825,ENSG00000156171,DRAM2,446126,R3,0.01711583371046538,0.21782178217821782
cg19726343,ENSG00000215788,TNFRSF25,-989339,L10,0.01711583371046538,0.32673267326732675
cg21271015,ENSG00000198912,C1orf174,-725846,L3,0.01711583371046538,0.1782178217821782
cg26230851,ENSG00000143252,SDHC,52772,R2,0.01711583371046538,0.0891089108910891
cg09862509,ENSG00000135823,STX6,-77528,L3,0.017439074720892813,0.0891089108910891
cg12446045,ENSG00000182749,PAQR7,330280,R5,0.017439074720892813,0.22772277227722773
cg13081288,ENSG00000143149,ALDH9A1,-1273470,L8,0.017439074720892813,0.12871287128712872
cg13935127,ENSG00000084073,ZMPSTE24,-369017,L8,0.017439074720892813,0.0891089108910891
cg14839558,ENSG00000157911,PEX10,461746,R8,0.017439074720892813,0.21782178217821782
cg15059176,ENSG00000158109,TPRG1L,235117,R3,0.017439074720892813,0.38613861386138615
cg16596317,ENSG00000142867,BCL10,-12574,L1,0.017439074720892813,0.10891089108910891
cg20013177,ENSG00000116350,SRSF4,-918597,L4,0.017439074720892813,0.40594059405940597
cg20991819,ENSG00000067704,IARS2,1649673,R5,0.017439074720892813,0.24752475247524752
cg21117808,ENSG00000160049,DFFA,628641,R10,0.017439074720892813,0.26732673267326734
cg26363759,ENSG00000054523,KIF1B,892877,R10,0.017439074720892813,0.0891089108910891
cg27298324,ENSG00000157064,NMNAT2,630030,R7,0.017439074720892813,0.0594059405940594
cg01176047,ENSG00000237250,RP11-193H5.1,-2563740,L5,0.017767514008620453,0.1188118811881188
cg01441127,ENSG00000135837,CEP350,-928476,L8,0.017767514008620453,0.0594059405940594
cg05343184,ENSG00000078900,TP73,510931,R5,0.017767514008620453,0.49504950495049505
cg12764314,ENSG00000198756,COLGALT2,-647301,L4,0.017767514008620453,0.2376237623762376
cg13056990,ENSG00000130764,LRRC47,-1023030,L7,0.017767514008620453,0.37623762376237624
cg19867250,ENSG00000143756,FBXO28,-1298965,L9,0.017767514008620453,0.13861386138613863
cg10636760,ENSG00000078900,TP73,664487,R7,0.018101216088662372,0.49504950495049505
cg11836212,ENSG00000116898,MRPS15,-517826,L3,0.018101216088662372,0.06930693069306931
cg13942103,ENSG00000134255,CEPT1,504418,R5,0.018101216088662372,0.1782178217821782
cg14856563,ENSG00000127463,EMC1,431067,R5,0.018101216088662372,0.32673267326732675
cg16513984,ENSG00000116688,MFN2,-188312,L4,0.018101216088662372,0.3069306930693069
cg17286074,ENSG00000149527,PLCH2,-878527,L9,0.018101216088662372,0.24752475247524752
cg18132787,ENSG00000162946,DISC1,-685006,L3,0.018101216088662372,0.2871287128712871
cg19746567,ENSG00000181873,IBA57,-125152,L2,0.018101216088662372,0.5445544554455446
cg23270529,ENSG00000174371,EXO1,-1526217,L5,0.018101216088662372,0.26732673267326734
cg25215890,ENSG00000158769,F11R,313547,R6,0.018101216088662372,0.16831683168316833
cg10519004,ENSG00000130764,LRRC47,382339,R9,0.018440245903118404,0.37623762376237624
cg11836212,ENSG00000163877,SNIP1,552183,R3,0.018440245903118404,0.2376237623762376
cg14516243,ENSG00000130764,LRRC47,637673,R9,0.018440245903118404,0.37623762376237624
cg20429350,ENSG00000149527,PLCH2,-703653,L9,0.018440245903118404,0.24752475247524752
cg21402096,ENSG00000116141,MARK1,-1152581,L7,0.018440245903118404,0.32673267326732675
cg25150520,ENSG00000130764,LRRC47,554252,R9,0.018440245903118404,0.37623762376237624
cg15260921,ENSG00000203685,C1orf95,427539,R4,0.01878122043368239,0.0594059405940594
cg06033721,ENSG00000117505,DR1,-1504176,L10,0.018784668816776023,0.21782178217821782
cg09814448,ENSG00000162373,BEND5,511909,R3,0.018784668816776023,0.33663366336633666
cg18270687,ENSG00000197982,C1orf122,-760855,L8,0.018784668816776023,0.12871287128712872
cg20429350,ENSG00000157911,PEX10,-795386,L10,0.018784668816776023,0.22772277227722773
cg22153407,ENSG00000173409,ARV1,824636,R7,0.018784668816776023,0.0891089108910891
cg05343184,ENSG00000149527,PLCH2,-621181,L9,0.019134550612544717,0.24752475247524752
cg06880420,ENSG00000118197,DDX59,473035,R3,0.019134550612544717,0.16831683168316833
cg11691825,ENSG00000116191,RALGPS2,664042,R4,0.019134550612544717,0.019801980198019802
cg16926213,ENSG00000178821,TMEM52,7713,R1,0.019134550612544717,0.15841584158415842
cg00974095,ENSG00000198754,OXCT2,80579,R3,0.01931120813343081,0.24752475247524752
cg08831401,ENSG00000116213,WRAP73,263841,R4,0.019489957486721114,0.32673267326732675
cg11951169,ENSG00000176444,CLK2,-222019,L6,0.019489957486721114,0.21782178217821782
cg13798621,ENSG00000107404,DVL1,-111394,L9,0.019489957486721114,0.3564356435643564
cg17443007,ENSG00000137996,RTCA,-901093,L8,0.019489957486721114,0.06930693069306931
cg22877366,ENSG00000116691,MIIP,-15565,L1,0.019489957486721114,0.15841584158415842
cg23598604,ENSG00000137996,RTCA,999289,R10,0.019489957486721114,0.06930693069306931
cg27293357,ENSG00000237250,RP11-193H5.1,-3082449,L6,0.019489957486721114,0.12871287128712872
cg15260921,ENSG00000143751,SDE2,-121927,L2,0.019850956044083923,0.2079207920792079
cg19746567,ENSG00000181218,HIST3H2A,149952,R4,0.019850956044083923,0.1782178217821782
cg19900821,ENSG00000162745,OLFML2B,-365488,L4,0.019850956044083923,0.1485148514851485
cg22711082,ENSG00000142632,ARHGEF19,127566,R2,0.019850956044083923,0.6534653465346535
cg22787719,ENSG00000196878,LAMB3,217264,R1,0.019850956044083923,0.13861386138613863
cg26803725,ENSG00000168653,NDUFS5,575059,R4,0.019850956044083923,0.0891089108910891
cg25470758,ENSG00000162510,MATN1,-83708,L2,0.02011422358273433,0.0297029702970297
cg17489312,ENSG00000162444,RBP7,681223,R8,0.020217613292817124,0.06930693069306931
cg23972860,ENSG00000041988,THAP3,-699377,L3,0.020217613292817124,0.19801980198019803
cg24499605,ENSG00000116213,WRAP73,404404,R4,0.020217613292817124,0.32673267326732675
cg08530632,ENSG00000153923,CLCA3P,-1916110,L7,0.020291850698352286,0.16831683168316833
cg01441127,ENSG00000121446,RGSL1,1406762,R6,0.020389605956740185,0.019801980198019802
cg24634746,ENSG00000173662,TAS1R1,-898905,L7,0.020399446396731625,0.48514851485148514
cg00974095,ENSG00000183682,BMP8A,-163006,L7,0.020589996639260495,0.0891089108910891
cg07163168,ENSG00000036549,ZZZ3,1128253,R4,0.020589996639260495,0.10891089108910891
cg12130225,ENSG00000173409,ARV1,1415840,R10,0.020589996639260495,0.09900990099009901
cg13081288,ENSG00000143190,POU2F1,248493,R4,0.020589996639260495,0.18811881188118812
cg15714328,ENSG00000143033,MTF2,637493,R6,0.020589996639260495,0.1188118811881188
cg16578549,ENSG00000175279,APITD1,539425,R7,0.020589996639260495,0.27722772277227725
cg17296707,ENSG00000143476,DTL,-403620,L6,0.020589996639260495,0.2871287128712871
cg18022893,ENSG00000117408,IPO13,-517530,L10,0.020589996639260495,0.25742574257425743
cg19082496,ENSG00000163866,SMIM12,1278984,R5,0.020589996639260495,0.10891089108910891
cg19377326,ENSG00000116350,SRSF4,-1977563,L9,0.020589996639260495,0.4158415841584158
cg20146241,ENSG00000117616,C1orf63,707122,R6,0.020589996639260495,0.09900990099009901
cg22226775,ENSG00000116213,WRAP73,539296,R4,0.020589996639260495,0.32673267326732675
cg25340711,ENSG00000186891,TNFRSF18,58275,R1,0.020589996639260495,0.25742574257425743
cg26363759,ENSG00000173614,NMNAT1,625500,R7,0.020589996639260495,0.19801980198019803
cg12710648,ENSG00000171680,PLEKHG5,-727969,L9,0.020968173882485872,0.45544554455445546
cg14380230,ENSG00000130764,LRRC47,581473,R9,0.020968173882485872,0.37623762376237624
cg20321265,ENSG00000159423,ALDH4A1,1655897,R10,0.020968173882485872,0.19801980198019803
cg21848084,ENSG00000130762,ARHGEF16,106607,R1,0.020968173882485872,0.1782178217821782
cg25210796,ENSG00000142856,ITGB3BP,-1030415,L5,0.020968173882485872,0.1782178217821782
cg00050294,ENSG00000078900,TP73,682264,R7,0.021352213208698335,0.504950495049505
cg03324138,ENSG00000178821,TMEM52,-399697,L7,0.021352213208698335,0.15841584158415842
cg10636760,ENSG00000116213,WRAP73,642734,R6,0.021352213208698335,0.32673267326732675
cg12427163,ENSG00000116161,CACYBP,-853983,L6,0.021352213208698335,0.19801980198019803
cg16516919,ENSG00000143847,PPFIA4,-249842,L8,0.021352213208698335,0.26732673267326734
cg22400420,ENSG00000121486,TRMT1L,1235976,R7,0.021352213208698335,0.07920792079207921
cg24499605,ENSG00000158109,TPRG1L,398639,R3,0.021352213208698335,0.38613861386138615
cg26883161,ENSG00000058085,LAMC2,-475419,L7,0.021352213208698335,0.1188118811881188
cg12603671,ENSG00000116745,RPE65,-2502745,L10,0.021499708189637447,0.07920792079207921
cg09814448,ENSG00000204006,C1orf185,2886620,R8,0.021606332904646856,0.009900990099009901
cg25362585,ENSG00000169717,ACTRT2,-380965,L3,0.021606332904646856,0.009900990099009901
cg14839558,ENSG00000169885,CALML6,-25752,L3,0.021680544010323252,0.1782178217821782
cg14036402,ENSG00000175147,TMEM51-AS1,-264710,L4,0.02174218318546085,0.1188118811881188
cg18345456,ENSG00000198468,FLVCR1-AS1,-1144264,L6,0.02174218318546085,0.039603960396039604
cg21848084,ENSG00000157911,PEX10,-919144,L10,0.02174218318546085,0.2376237623762376
cg22515475,ENSG00000121766,ZCCHC17,1365160,R9,0.02174218318546085,0.24752475247524752
cg23172853,ENSG00000135778,NTPCR,1244143,R3,0.02174218318546085,0.22772277227722773
cg24310780,ENSG00000143183,TMCO1,439415,R6,0.02174218318546085,0.0891089108910891
cg24597774,ENSG00000171612,SLC25A33,198764,R1,0.02174218318546085,0.38613861386138615
cg25310233,ENSG00000162419,GMEB1,-2188571,L10,0.02174218318546085,0.36633663366336633
cg11718886,ENSG00000162813,BPNT1,885770,R3,0.022138152755741818,0.0594059405940594
cg12610169,ENSG00000053371,AKR7A2,894199,R10,0.022138152755741818,0.3465346534653465
cg06346954,ENSG00000118200,CAMSAP2,559459,R4,0.02254019123178385,0.0891089108910891
cg07921765,ENSG00000183929,DUSP5P1,-99936,L2,0.02254019123178385,0.32673267326732675
cg08847614,ENSG00000130764,LRRC47,-365937,L5,0.02254019123178385,0.38613861386138615
cg09235788,ENSG00000121931,LRIF1,269598,R2,0.02254019123178385,0.13861386138613863
cg13300670,ENSG00000116213,WRAP73,650495,R6,0.02254019123178385,0.33663366336633666
cg13393782,ENSG00000158109,TPRG1L,441760,R3,0.02254019123178385,0.39603960396039606
cg13798621,ENSG00000175756,AURKAIP1,-85249,L7,0.02254019123178385,0.21782178217821782
cg17094624,ENSG00000197472,ZNF695,1854180,R9,0.02254019123178385,0.2376237623762376
cg18270687,ENSG00000183520,UTP11L,-545485,L3,0.02254019123178385,0.3465346534653465
cg19082496,ENSG00000121903,ZSCAN20,38892,R1,0.02254019123178385,0.1782178217821782
cg20146241,ENSG00000001460,STPG1,-118179,L3,0.02254019123178385,0.3564356435643564
cg20699701,ENSG00000116213,WRAP73,457567,R4,0.02254019123178385,0.33663366336633666
cg21267167,ENSG00000116237,ICMT,1494936,R6,0.02254019123178385,0.1782178217821782
cg21402096,ENSG00000118873,RAB3GAP2,-1544588,L8,0.02254019123178385,0.33663366336633666
cg22678754,ENSG00000243364,EFNA4,-2279,L2,0.02254019123178385,0.19801980198019803
cg00163018,ENSG00000091483,FH,4247088,R8,0.022948368288793323,0.15841584158415842
cg12905252,ENSG00000149527,PLCH2,-591843,L9,0.022948368288793323,0.26732673267326734
cg22947094,ENSG00000185519,FAM131C,213632,R7,0.022948368288793323,0.06930693069306931
cg23172853,ENSG00000010072,SPRTN,-351436,L4,0.022948368288793323,0.2871287128712871
cg26883161,ENSG00000143341,HMCN1,2014226,R10,0.022948368288793323,0.24752475247524752
cg22400454,ENSG00000196482,ESRRG,2030383,R5,0.02315438622775132,0.297029702970297
cg00340127,ENSG00000121644,DESI2,2565727,R8,0.02336275395844943,0.1188118811881188
cg05343184,ENSG00000157911,PEX10,-712914,L10,0.02336275395844943,0.2376237623762376
cg08944484,ENSG00000162851,TFB2M,-201533,L3,0.02336275395844943,0.3564356435643564
cg13935127,ENSG00000164002,EXO5,-146645,L3,0.02336275395844943,0.19801980198019803
cg21271015,ENSG00000130764,LRRC47,-829635,L6,0.02336275395844943,0.38613861386138615
cg26153353,ENSG00000149527,PLCH2,-683546,L9,0.02336275395844943,0.26732673267326734
cg09664054,ENSG00000198815,FOXJ3,463111,R3,0.023783418622232086,0.39603960396039606
cg12593511,ENSG00000130764,LRRC47,420029,R9,0.023783418622232086,0.38613861386138615
cg13798621,ENSG00000197530,MIB2,154668,R5,0.023783418622232086,0.21782178217821782
cg18154117,ENSG00000158315,RHBDL2,-242465,L4,0.023783418622232086,0.24752475247524752
cg22400420,ENSG00000116679,IVNS1ABP,1414276,R9,0.023783418622232086,0.21782178217821782
cg23270529,ENSG00000203668,CHML,-1785435,L8,0.023783418622232086,0.19801980198019803
cg24634746,ENSG00000171735,CAMTA1,-0,L1,0.023783418622232086,0.21782178217821782
cg00508158,ENSG00000186790,FOXE3,-305790,L3,0.023816473110411067,0.04950495049504951
cg22012659,ENSG00000229020,AKR7A2P1,959094,R10,0.024210027393233934,0.31683168316831684
cg08458711,ENSG00000243725,TTC4,-265222,L7,0.02421043300456768,0.13861386138613863
cg13058623,ENSG00000059588,TARBP1,1486580,R6,0.02421043300456768,0.3069306930693069
cg15876968,ENSG00000171517,LPAR3,190961,R1,0.02421043300456768,0.33663366336633666
cg16580616,ENSG00000135750,KCNK1,-1448260,L6,0.02421043300456768,0.1782178217821782
cg17516825,ENSG00000134255,CEPT1,468420,R4,0.02421043300456768,0.19801980198019803
cg18126097,ENSG00000118197,DDX59,578349,R3,0.02421043300456768,0.1782178217821782
cg19746567,ENSG00000162910,MRPL55,-198097,L5,0.02421043300456768,0.16831683168316833
cg20699701,ENSG00000157911,PEX10,-744525,L10,0.02421043300456768,0.2376237623762376
cg22531801,ENSG00000116984,MTR,1152538,R9,0.02421043300456768,0.10891089108910891
cg26109154,ENSG00000035687,ADSS,-796167,L8,0.02421043300456768,0.3465346534653465
cg26883161,ENSG00000116668,SWT1,1436755,R8,0.02421043300456768,0.25742574257425743
cg11157208,ENSG00000182330,PRAMEF8,-2001542,L9,0.024267152997868746,0.16831683168316833
cg16552271,ENSG00000204501,PRAMEF9,-1964715,L8,0.024357807768700664,0.0594059405940594
cg00508158,ENSG00000186160,CYP4Z1,-605522,L8,0.02458288989630354,0.3465346534653465
cg00255699,ENSG00000163909,HEYL,-201639,L7,0.024643868165791914,0.1485148514851485
cg04781796,ENSG00000157881,PANK4,480223,R9,0.024643868165791914,0.32673267326732675
cg09511177,ENSG00000135747,ZNF670,-495632,L10,0.024643868165791914,0.43564356435643564
cg14839558,ENSG00000215790,SLC35E2,-197056,L6,0.024643868165791914,0.22772277227722773
cg15210307,ENSG00000121775,TMEM39B,39541,R1,0.024643868165791914,0.43564356435643564
cg20701183,ENSG00000213516,RBMXL1,1645223,R4,0.024643868165791914,0.4158415841584158
cg20321265,ENSG00000117148,ACTL8,539779,R5,0.024675512852094874,0.09900990099009901
cg16513984,ENSG00000175206,NPPA,-353481,L8,0.02474586057921494,0.09900990099009901
cg20429350,ENSG00000197921,HES5,-678938,L7,0.024932945504615184,0.24752475247524752
cg08917664,ENSG00000180867,PDIA3P1,-401238,L4,0.025083795494929093,0.09900990099009901
cg08944484,ENSG00000135747,ZNF670,177687,R3,0.025083795494929093,0.43564356435643564
cg14032261,ENSG00000065600,TMEM206,627966,R5,0.025083795494929093,0.18811881188118812
cg14786116,ENSG00000188739,RBM34,26264,R2,0.025083795494929093,0.33663366336633666
cg15514918,ENSG00000173726,TOMM20,-794949,L8,0.025083795494929093,0.2079207920792079
cg15997518,ENSG00000171517,LPAR3,3462409,R10,0.025083795494929093,0.33663366336633666
cg17442683,ENSG00000171608,PIK3CD,1047477,R10,0.025083795494929093,0.2079207920792079
cg19896129,ENSG00000162607,USP1,-238974,L3,0.025083795494929093,0.15841584158415842
cg22012659,ENSG00000007341,ST7L,559189,R3,0.025083795494929093,0.4752475247524752
cg24729839,ENSG00000143751,SDE2,214532,R6,0.025083795494929093,0.22772277227722773
cg25099516,ENSG00000162368,CMPK1,-444301,L5,0.025083795494929093,0.26732673267326734
cg00760014,ENSG00000009709,PAX7,-192466,L4,0.02522277969284955,0.13861386138613863
cg12527995,ENSG00000203995,ZYG11A,204887,R3,0.025529867501007483,0.3465346534653465
cg00935967,ENSG00000169598,DFFB,-20768,L3,0.025530286702286978,0.07920792079207921
cg00935967,ENSG00000158286,RNF207,2442771,R7,0.025530286702286978,0.2871287128712871
cg13942103,ENSG00000156171,DRAM2,482124,R4,0.025530286702286978,0.22772277227722773
cg14178083,ENSG00000134697,GNL2,518985,R5,0.025530286702286978,0.31683168316831684
cg15131883,ENSG00000134716,CYP2J2,2630458,R9,0.025530286702286978,0.2871287128712871
cg16276225,ENSG00000188206,HNRNPU-AS1,-2079193,L10,0.025530286702286978,0.1485148514851485
cg20995977,ENSG00000069812,HES2,1615480,R10,0.025530286702286978,0.25742574257425743
cg21291759,ENSG00000179051,RCC2,-640565,L4,0.025530286702286978,0.48514851485148514
cg21470600,ENSG00000198912,C1orf174,-2223966,L5,0.025530286702286978,0.19801980198019803
cg22153407,ENSG00000143641,GALNT2,-0,L1,0.025530286702286978,0.1782178217821782
cg22226775,ENSG00000130764,LRRC47,688749,R9,0.025530286702286978,0.38613861386138615
cg22515475,ENSG00000134644,PUM1,999671,R4,0.025530286702286978,0.36633663366336633
cg03604774,ENSG00000158195,WASF2,-32432,L2,0.02598341381186687,0.1782178217821782
cg22127730,ENSG00000116288,PARK7,289816,R5,0.02598341381186687,0.18811881188118812
cg22372968,ENSG00000117174,ZNHIT6,890768,R9,0.02598341381186687,0.3564356435643564
cg26188212,ENSG00000135801,TAF5L,761732,R6,0.02598341381186687,0.1485148514851485
cg26188212,ENSG00000177614,PGBD5,1490266,R9,0.02598341381186687,0.0891089108910891
cg06201717,ENSG00000078900,TP73,619449,R7,0.02644324915358797,0.5247524752475248
cg13545909,ENSG00000153187,HNRNPU,-625171,L3,0.02644324915358797,0.3564356435643564
cg19630039,ENSG00000197530,MIB2,-295815,L10,0.02644324915358797,0.22772277227722773
cg17907003,ENSG00000173212,MAB21L3,-855552,L7,0.026905535754925967,0.13861386138613863
cg05343184,ENSG00000130764,LRRC47,638631,R9,0.02690986535532588,0.38613861386138615
cg11836212,ENSG00000163875,MEAF6,510309,R2,0.02690986535532588,0.3465346534653465
cg17296707,ENSG00000143493,INTS7,-475478,L7,0.02690986535532588,0.22772277227722773
cg17936236,ENSG00000152382,TADA1,-674740,L8,0.02690986535532588,0.2079207920792079
cg21402096,ENSG00000186205,MARC1,-1002649,L4,0.02690986535532588,0.18811881188118812
cg21604357,ENSG00000149527,PLCH2,-590501,L9,0.02690986535532588,0.27722772277227725
cg21690505,ENSG00000143819,EPHX1,-281622,L7,0.02690986535532588,0.06930693069306931
cg22012659,ENSG00000064703,DDX20,-196310,L2,0.02690986535532588,0.13861386138613863
cg25939869,ENSG00000116761,CTH,-146613,L1,0.02690986535532588,0.06930693069306931
cg26027690,ENSG00000142657,PGD,-437189,L6,0.02690986535532588,0.1782178217821782
cg26036678,ENSG00000067704,IARS2,4274425,R10,0.02690986535532588,0.297029702970297
cg26407161,ENSG00000149527,PLCH2,-592100,L9,0.02690986535532588,0.27722772277227725
cg08831401,ENSG00000157911,PEX10,-938251,L10,0.027383335334764388,0.2376237623762376
cg09664054,ENSG00000171793,CTPS1,-700861,L5,0.027383335334764388,0.32673267326732675
cg11682697,ENSG00000006555,TTC22,-1725431,L8,0.027383335334764388,0.16831683168316833
cg15727188,ENSG00000157881,PANK4,-681827,L8,0.027383335334764388,0.3465346534653465
cg16265859,ENSG00000127481,UBR4,-0,L1,0.027383335334764388,0.26732673267326734
cg18131582,ENSG00000116406,EDEM3,747058,R3,0.027383335334764388,0.07920792079207921
cg18787437,ENSG00000116809,ZBTB17,-197045,L7,0.027383335334764388,0.38613861386138615
cg20699701,ENSG00000130764,LRRC47,607020,R9,0.027383335334764388,0.38613861386138615
cg22012659,ENSG00000155367,PPM1J,745665,R7,0.027383335334764388,0.43564356435643564
cg23981702,ENSG00000213281,NRAS,-473483,L7,0.027383335334764388,0.15841584158415842
cg01176047,ENSG00000119285,HEATR1,-3887557,L10,0.027863732291060577,0.31683168316831684
cg15260921,ENSG00000143742,SRP9,-330791,L8,0.027863732291060577,0.19801980198019803
cg25001190,ENSG00000116641,DOCK7,1251562,R6,0.027863732291060577,0.12871287128712872
cg25099516,ENSG00000123080,CDKN2C,3137602,R8,0.027863732291060577,0.1485148514851485
cg27298324,ENSG00000135823,STX6,-1595292,L10,0.027863732291060577,0.10891089108910891
cg17514199,ENSG00000215808,LINC01139,592231,R2,0.02816265523780408,0.43564356435643564
cg08036553,ENSG00000158966,CACHD1,286621,R2,0.02835112969632234,0.44554455445544555
cg12725760,ENSG00000000971,CFH,3747094,R7,0.02835112969632234,0.24752475247524752
cg16578549,ENSG00000160049,DFFA,565845,R9,0.02835112969632234,0.3465346534653465
cg17421241,ENSG00000157881,PANK4,-743913,L8,0.02835112969632234,0.3564356435643564
cg18437839,ENSG00000174307,PHLDA3,-7347,L2,0.02835112969632234,0.1485148514851485
cg19746567,ENSG00000154342,WNT3A,-246149,L8,0.02835112969632234,0.1188118811881188
cg19866637,ENSG00000078900,TP73,511189,R5,0.02835112969632234,0.5247524752475248
cg22012659,ENSG00000116489,CAPZA1,654844,R4,0.02835112969632234,0.13861386138613863
cg22729726,ENSG00000157870,FAM213B,-600945,L5,0.02835112969632234,0.3069306930693069
cg27444751,ENSG00000078900,TP73,540031,R5,0.02835112969632234,0.5247524752475248
cg15010372,ENSG00000213057,C1orf220,2679150,R9,0.028597027375804194,0.15841584158415842
cg15645728,ENSG00000116251,RPL22,1579179,R4,0.028845601286898746,0.12871287128712872
cg19866637,ENSG00000116213,WRAP73,489436,R4,0.028845601286898746,0.3465346534653465
cg20429350,ENSG00000158109,TPRG1L,400941,R3,0.028845601286898746,0.39603960396039606
cg22012659,ENSG00000155363,MOV10,708812,R5,0.028845601286898746,0.16831683168316833
cg22012659,ENSG00000155380,SLC16A1,947518,R9,0.028845601286898746,0.21782178217821782
cg22877366,ENSG00000116688,MFN2,-34096,L2,0.028845601286898746,0.3564356435643564
cg25215890,ENSG00000162738,VANGL2,-252983,L5,0.028845601286898746,0.40594059405940597
cg25469923,ENSG00000116213,WRAP73,-517856,L10,0.028845601286898746,0.3465346534653465
cg20991819,ENSG00000196660,SLC30A10,1240998,R2,0.029164521155196924,0.43564356435643564
cg18876728,ENSG00000196660,SLC30A10,1301672,R2,0.02929412162644398,0.43564356435643564
cg24593832,ENSG00000152092,ASTN1,-1411177,L7,0.029321216145239345,0.15841584158415842
cg08530632,ENSG00000016602,CLCA4,-1990732,L8,0.02933809617450486,0.15841584158415842
cg04221461,ENSG00000203668,CHML,-2077791,L9,0.0293472210544821,0.21782178217821782
cg18437839,ENSG00000134375,TIMM17A,478904,R6,0.0293472210544821,0.039603960396039604
cg19900821,ENSG00000117152,RGS4,679430,R7,0.0293472210544821,0.13861386138613863
cg24250588,ENSG00000164008,C1orf50,29930,R2,0.0293472210544821,0.32673267326732675
cg25310233,ENSG00000159023,EPB41,-1787883,L7,0.0293472210544821,0.07920792079207921
cg21922512,ENSG00000183831,ANKRD45,1129477,R7,0.029855602279232472,0.504950495049505
cg12213388,ENSG00000168264,IRF2BP2,234936,R2,0.02985606323702258,0.18811881188118812
cg12610169,ENSG00000179051,RCC2,-970037,L4,0.02985606323702258,0.48514851485148514
cg18131582,ENSG00000135862,LAMC1,-797577,L9,0.02985606323702258,0.019801980198019802
cg21271015,ENSG00000097021,ACOT7,1781623,R10,0.02985606323702258,0.04950495049504951
cg22012659,ENSG00000184599,FAM19A3,756090,R8,0.030314961857279058,0.2871287128712871
cg00050294,ENSG00000157881,PANK4,-428778,L6,0.030372202309454352,0.36633663366336633
cg07347148,ENSG00000143158,MPC2,99163,R1,0.030372202309454352,0.09900990099009901
cg13935127,ENSG00000171790,SLFNL1,352393,R6,0.030372202309454352,0.40594059405940597
cg15385853,ENSG00000078900,TP73,264951,R5,0.030372202309454352,0.5247524752475248
cg15594444,ENSG00000116641,DOCK7,3027205,R10,0.030372202309454352,0.12871287128712872
cg16576033,ENSG00000168264,IRF2BP2,-523349,L2,0.030372202309454352,0.18811881188118812
cg17455155,ENSG00000116213,WRAP73,490650,R4,0.030372202309454352,0.3465346534653465
cg26363759,ENSG00000180758,GPR157,-188754,L3,0.030372202309454352,0.13861386138613863
cg08530632,ENSG00000143013,LMO4,-1222563,L2,0.03089571297423379,0.43564356435643564
cg12130225,ENSG00000069248,NUP133,-54781,L2,0.03089571297423379,0.26732673267326734
cg16583536,ENSG00000090686,USP48,-172584,L3,0.03089571297423379,0.33663366336633666
cg18154117,ENSG00000183520,UTP11L,-1159440,L8,0.03089571297423379,0.38613861386138615
cg22153407,ENSG00000182118,FAM89A,864613,R8,0.03089571297423379,0.07920792079207921
cg24593832,ENSG00000120341,SEC16B,-591848,L5,0.03089571297423379,0.31683168316831684
cg24664351,ENSG00000117597,DIEXF,1535193,R8,0.03089571297423379,0.3069306930693069
cg25469923,ENSG00000116198,CEP104,-313403,L4,0.03089571297423379,0.25742574257425743
cg25099516,ENSG00000186160,CYP4Z1,-704821,L9,0.031060543964311852,0.3564356435643564
cg09664054,ENSG00000065978,YBX1,968999,R8,0.03142667015168967,0.32673267326732675
cg11951169,ENSG00000132718,SYT11,358996,R6,0.03142667015168967,0.19801980198019803
cg12610169,ENSG00000127463,EMC1,805898,R7,0.03142667015168967,0.36633663366336633
cg15386853,ENSG00000149527,PLCH2,-870029,L9,0.03142667015168967,0.2871287128712871
cg17181043,ENSG00000142856,ITGB3BP,-902142,L5,0.03142667015168967,0.2079207920792079
cg17181043,ENSG00000158966,CACHD1,-0,L1,0.03142667015168967,0.45544554455445546
cg26153353,ENSG00000078900,TP73,448566,R5,0.03142667015168967,0.5346534653465347
cg26803725,ENSG00000183682,BMP8A,1040387,R7,0.03142667015168967,0.0891089108910891
cg15965383,ENSG00000143512,HHIPL2,1359855,R2,0.03192483876238429,0.0891089108910891
cg24546683,ENSG00000180875,GREM2,-1322420,L8,0.03195555082089393,0.16831683168316833
cg12427162,ENSG00000117477,CCDC181,1165618,R10,0.0319646690555966,0.27722772277227725
cg11820840,ENSG00000143845,ETNK2,-465239,L9,0.03196514897018511,0.24752475247524752
cg14036402,ENSG00000116771,AGMAT,155175,R6,0.03196514897018511,0.15841584158415842
cg16576033,ENSG00000162885,B3GALNT2,344615,R6,0.03196514897018511,0.38613861386138615
cg18231025,ENSG00000162601,MYSM1,-407706,L3,0.03196514897018511,0.27722772277227725
cg22022747,ENSG00000117595,IRF6,721385,R6,0.03196514897018511,0.31683168316831684
cg22729008,ENSG00000188206,HNRNPU-AS1,-562718,L4,0.03196514897018511,0.18811881188118812
cg23722204,ENSG00000196644,GPR89C,-1052503,L9,0.03196514897018511,0.09900990099009901
cg24664351,ENSG00000162757,C1orf74,1489502,R6,0.03196514897018511,0.22772277227722773
cg19630039,ENSG00000169885,CALML6,-13070,L3,0.03241458930706638,0.2079207920792079
cg00508158,ENSG00000237424,FOXD2-AS1,-289200,L2,0.03251122475609193,0.12871287128712872
cg07921765,ENSG00000181873,IBA57,-518128,L10,0.03251122475609193,0.6336633663366337
cg08458711,ENSG00000162402,USP24,58477,R2,0.03251122475609193,0.19801980198019803
